timestamp,district,river,latitude,longitude,rainfall_mm,rainfall_6hr_sum,rainfall_12hr_sum,river_water_level_m,danger_level_m,water_level_change_6hr,temperature_c,humidity_percent,soil_moisture_percent,river_overflow_ratio,flood_next_24hr
2023-06-01 00:00:00,Jorhat,Barak,24.586189037906745,90.92394725916208,4.998541676484348,24.41899773692232,32.68707070428063,14.40833816852832,11.658191760629519,0.07820474038462771,24.781975426258267,79.85457489865229,49.40826915873902,1.2358981962525464,0
2023-06-01 01:00:00,Tezpur,Barak,24.3659874411704,89.73868885625534,9.772917977508493,37.68134800450019,90.27848836974549,8.879288924642115,12.067913093869867,0.37543431829351576,20.7690549869473,78.90827594545156,40.33273111147099,0.7357766712085889,0
2023-06-01 02:00:00,Silchar,Barak,26.227505873402727,90.2021674018495,1.141417548062862,38.625800999486515,55.901790330787094,10.929127528013595,11.123360592506192,0.6469405308477936,25.93504871144474,72.42814094232963,33.07774852624456,0.9825382749325369,0
2023-06-01 03:00:00,Tezpur,Barak,26.472665042704154,91.70259422070188,13.007762946894006,41.036271771989824,69.98907063209535,10.411933355915128,11.417491764797258,0.5285347826127651,22.82898396907388,94.81620679768399,42.7386169619584,0.9119282562583055,0
2023-06-01 04:00:00,Tezpur,Barak,24.11055150688975,94.71680691726878,4.9179692395829795,8.543115908178747,49.21602178518869,11.487055041758039,11.971641117720798,0.30874002951675644,28.424487999265697,66.81732807519984,67.82633669787589,0.9595221681641074,0
2023-06-01 05:00:00,Dibrugarh,Brahmaputra,27.276742861852913,93.21831618190046,7.198075357572357,19.14773418757226,78.78985946009843,11.203423121816225,11.171947470558424,0.09852229814813485,30.392125907736506,74.0985113759696,81.0975041072036,1.0028173826757376,1
2023-06-01 06:00:00,Silchar,Barak,24.181899492780154,92.83234021871671,15.568634919904515,37.33127950592344,42.92108757352236,11.63222672155757,12.686664709783875,0.10155640529598603,27.981797903070596,90.96686000091717,41.00109383378815,0.9168861152755832,0
2023-06-01 07:00:00,Silchar,Brahmaputra,25.894537173553747,91.4076773508528,19.568684870333687,58.75370794487883,63.88518427514289,8.97943284058896,12.436012420215295,0.6673590412908357,26.513550449170936,61.21689257573137,37.05609825522215,0.7220508099519496,0
2023-06-01 08:00:00,Silchar,Barak,26.481711818078207,95.5563991763133,13.286028509461458,50.704755517921825,48.44503222800783,11.59199051059294,12.88726734129699,-0.25683206635539896,25.810001312850385,86.91801600985474,78.70387343570127,0.8994917389078008,0
2023-06-01 09:00:00,Tezpur,Brahmaputra,27.0483919331113,92.08059776804174,2.9355917243732277,34.11513696747242,51.54947264101783,9.696931697210477,12.386933811928055,0.786780908862287,32.62537652145505,92.65590905446282,49.83529148492383,0.7828355139730199,0
2023-06-01 10:00:00,Jorhat,Barak,26.499304262463497,90.06610298417252,12.826923168687763,53.352653185579825,83.0162507468492,9.290319442917339,12.88080274452437,0.4308129519367186,23.29052097597905,97.29071355352669,91.84746354977791,0.7212531413747993,0
2023-06-01 11:00:00,Silchar,Brahmaputra,26.806048290744272,93.51093235476571,13.434740463986742,33.982337636669364,40.50909908096968,8.453839531503338,12.10902511138193,0.4492514689796297,31.013275092933032,95.0518656196594,76.43066808967424,0.6981436947849018,0
2023-06-01 12:00:00,Tezpur,Barak,25.18807567389982,90.23994955759791,11.6472906684269,11.407244616729818,65.68724125573361,13.338567911292987,12.200437222123938,-0.2582023789647836,31.362234871101784,72.77536467334741,51.239143070797006,1.0932860575771166,0
2023-06-01 13:00:00,Dibrugarh,Brahmaputra,26.851887898112793,91.743950428211,21.705585897608607,40.68893107478985,94.67486413069068,10.99209344599592,12.953942109252521,0.3660822023803994,26.288000109061016,83.4545656529181,48.82027860659082,0.8485519970129151,0
2023-06-01 14:00:00,Jorhat,Barak,24.280401962346364,92.79817760166576,8.886227890201203,51.5684497895239,81.7807704978999,12.386505783182308,12.28425829372852,0.23325586609949173,24.45950898838459,63.09173972601863,64.04039510763508,1.0083234564927692,0
2023-06-01 15:00:00,Dibrugarh,Brahmaputra,27.131858296211846,95.18244641045365,21.155963996176716,67.76249402817388,43.45227479066285,13.093153403133204,11.061573137721494,-0.1836432024165263,27.058122290689628,70.31480014192034,35.144403438083614,1.183661061597445,0
